,Unnamed: 0,Id,Degree centrality,Betweenness centrality,Eigenvector centrality,Closeness centrality,Hubs score,Authority score,Page Rank,Katz Centrality,Percolation Centrality,Hormonic Centrality,Rank Prestige,Load Centrality,score
8229,8229,0.000817754,0.042205147,0.000410669,0.009029778,0.477724157,0.012130322,0.126082047,0.029428543,0.068990146,0.000410669,0.522093529,0.081604426,0.000428568,0.098096744
8230,8230,0.998977328,0.028423916,0.000413173,0.001369879,0.476572824,0.023620113,0.09470613,0.00222395,0.018346564,0.000413173,0.509111215,0.029045643,0.000369895,0.117715791
8231,8231,0.999165194,0.123169817,0.003178302,0.001239881,0.450703528,0.092918273,0.138767066,0.006671849,0.028513166,0.003178302,0.508253243,0.049792531,0.00317542,0.0
8232,8232,0.999672091,0.031869234,0.000876428,0.00491211,0.511112848,0.012416746,0.048336777,0.007344206,0.046029221,0.000876428,0.547981412,0.041493776,0.000859687,0.117715791
8233,8233,0.989887896,0.038759828,0.004894423,0.001080499,0.415992481,0.025780673,0.096876041,0.008120002,0.021861867,0.004894423,0.46592445,0.060857538,0.005421268,0.006538528
8234,8234,0.999893959,0.012920059,1.64e-05,0.000753384,0.44247726,0.003253216,0.050357277,0.002379109,0.012376397,1.64e-05,0.479062467,0.027662517,1.99e-05,0.058858476
8235,8235,0.000110783,0.00947474,0.000214099,0.003730462,0.507933737,0.000707221,0.006252717,0.007499365,0.031640296,0.000214099,0.539223317,0.02351314,0.000190049,0.026159891
8236,8236,0.000118148,0.02928524,0.002054033,0.006463709,0.587008906,0.006902475,0.060188221,0.010292232,0.061039301,0.002054033,0.609971624,0.076071923,0.002358934,0.006538528
8237,8237,0.000212081,0.019810652,0.000411921,0.0042469,0.508730675,0.004787885,0.007016131,0.016550323,0.034534527,0.000411921,0.542611757,0.04011065,0.000368619,0.026159891
8238,8238,0.000426685,0.025839943,0.000721175,0.011043668,0.534214657,0.001357864,0.089492381,0.01075771,0.063663009,0.000721175,0.586457856,0.070539419,0.000715555,0.006538528
8239,8239,0.010597107,0.008613416,5.03e-05,0.008475502,0.549389323,0.000947676,0.007815897,0.015257329,0.057947641,5.03e-05,0.589833459,0.026279391,4.91e-05,0.091556895
8240,8240,0.020614168,0.024117295,0.000282961,0.012938672,0.667441119,0.006209398,0.009851665,0.021980898,0.053223393,0.000282961,0.665431568,0.029045643,0.000292089,0.03269974
8241,8241,0.020791945,0.015504031,2.3e-05,0.027564579,0.665865498,0.000827448,0.043422214,0.044116955,0.13846837,2.3e-05,0.678307435,0.048409405,2.65e-05,0.143874527
8242,8242,0.020806575,0.012058713,7.79e-06,0.015008369,0.715721667,0.000148516,0.020757568,0.005689174,0.061402226,7.79e-06,0.702438451,0.041493776,9.53e-06,0.071937841
8243,8243,0.020998982,0.006890768,0.0,0.004079239,0.53348348,2.88e-18,0.010251548,0.031600773,0.021193007,0.0,0.544696131,0.026279391,0.0,0.052318794
8244,8244,0.021320434,0.030146586,0.0,0.040121143,0.807562308,2.88e-18,0.129238579,0.068434034,0.208408203,0.0,0.815969645,0.098201936,0.0,0.058858476
8245,8245,0.030370315,0.005168119,0.0,0.005778299,0.644860969,2.88e-18,0.021848158,0.033152366,0.071145023,0.0,0.68671692,0.022130014,0.0,0.026159891
8246,8246,0.999065207,0.038759828,0.000696134,0.002351474,0.478532882,0.036370809,0.076689942,0.002482548,0.030609945,0.000696134,0.51499638,0.033195021,0.000684943,0.013080526
8247,8247,0.999385549,0.038759828,0.000840119,0.001431878,0.445018046,0.028724904,0.095246699,0.00641325,0.019713087,0.000840119,0.483607352,0.034578147,0.000854585,0.03269974
8248,8248,0.99907116,0.024978619,0.000151497,0.000701927,0.440849398,0.023836311,0.09773179,0.001861911,0.011919182,0.000151497,0.471787068,0.022130014,0.000136478,0.255049482
8249,8249,0.999081351,0.023255971,0.000736199,0.003070764,0.483766851,0.012686763,0.068709366,0.006102932,0.040092246,0.000736199,0.528724386,0.048409405,0.000705351,0.065398159
8250,8250,0.000205927,0.011197389,0.000345563,0.006992793,0.563399554,0.00048091,0.071100667,0.005120256,0.087272481,0.000345563,0.627220904,0.033195021,0.000441323,0.300827432
8251,8251,0.010200892,0.01722668,0.000236635,0.010513109,0.54715343,0.00917725,0.016576972,0.009050958,0.065315155,0.000236635,0.591900342,0.029045643,0.00024362,0.255049482
8252,8252,0.010207652,0.016365355,4.72e-05,0.004537761,0.502790982,0.00605381,0.012505435,0.003723823,0.029301585,4.72e-05,0.539694456,0.019363762,5.23e-05,0.163493741
8253,8253,0.010909377,0.025839943,0.000543385,0.017375763,0.616670858,0.00096182,0.109393472,0.029894021,0.172919388,0.000543385,0.705504647,0.065006916,0.000520404,0.189652478
8254,8254,0.02069327,0.013781383,2.89e-05,0.016419718,0.673932998,0.000855737,0.138155972,0.013240258,0.120338909,2.89e-05,0.708511717,0.031811895,3.01e-05,0.045779104
8255,8255,0.999891437,0.007752092,3.67e-07,0.00028502,0.412420965,0.003111771,0.016576972,0.005068536,0.007549115,3.67e-07,0.447010595,0.026279391,4.11e-07,0.130795163
8256,8256,0.000107453,0.023255971,0.000462003,0.001482033,0.475965844,0.009363037,0.081234068,0.006154651,0.017028009,0.000462003,0.508883408,0.033195021,0.000491067,0.156953892
8257,8257,0.000120166,0.016365355,0.000823842,0.004910125,0.564503031,0.006202326,0.025774283,0.006051212,0.066321728,0.000823842,0.624991241,0.017980636,0.000781881,0.026159891
8258,8258,0.000625448,0.010336064,8.48e-07,0.002656892,0.568810078,0.003253216,0.091147534,0.003310065,0.022077544,8.48e-07,0.5741461,0.026279391,1.44e-06,0.045779104
8259,8259,0.000626558,0.026701268,0.006994168,0.006577497,0.631793391,0.002171168,0.147552861,0.03237657,0.060976363,0.006994168,0.64269924,0.073305671,0.007157605,0.03269974
8262,8262,0.001016618,0.037898504,0.002053545,0.004753144,0.526805208,0.017268068,0.01414132,0.00646497,0.053358516,0.002053545,0.597951964,0.033195021,0.002127176,0.006538528
8263,8263,0.010294422,0.015504031,0.000992867,0.005225546,0.565529164,0.003125916,0.023374984,0.011792105,0.073216818,0.000992867,0.63062368,0.024896266,0.001002543,0.0
8264,8264,0.010302393,0.019810652,0.005332311,0.011968817,0.572350073,0.005834571,0.043867175,0.037083068,0.079624036,0.005332311,0.604443766,0.045643154,0.005498614,0.170033431
8265,8265,0.010313289,0.022394647,0.001780588,0.01378852,0.628901044,0.002496489,0.023738514,0.048010418,0.082675806,0.001780588,0.630556463,0.058091286,0.001829972,0.274668529
8266,8266,0.010603968,0.024978619,0.008702826,0.042943697,0.644866823,0.002270179,0.015304616,0.077637566,0.123927564,0.008702826,0.664284786,0.071922545,0.008712554,0.281208219
8267,8267,0.011118633,0.011197389,0.000270441,0.004194598,0.594695738,0.001584175,0.008833781,0.011636946,0.028041387,0.000270441,0.608860698,0.029045643,0.000290814,0.183112795
8268,8268,0.011002301,0.011197389,0.003592039,0.003059603,0.572669684,0.00144273,0.008615663,0.022704974,0.022627947,0.003592039,0.589178931,0.02351314,0.003770262,0.20273185
8269,8269,0.011006236,0.042205147,0.000763744,0.002168123,0.553242295,0.015657444,0.053649769,0.002275669,0.02266805,0.000763744,0.577181509,0.026279391,0.000806116,0.013080526
8270,8270,0.020292616,0.025839943,0.013916995,0.023343644,0.685922679,0.003932148,0.055447789,0.032842047,0.08511128,0.013916995,0.691131703,0.053941909,0.013291597,0.006538528
8271,8271,0.011016528,0.022394647,0.000290473,0.006737469,0.571548897,0.00454743,0.105231052,0.030618098,0.05795652,0.000290473,0.582174283,0.058091286,0.000301018,0.111176109
8272,8272,0.011015014,0.023255971,0.000299237,0.01751234,0.558002755,0.003889714,0.020430391,0.050807423,0.097569754,0.000299237,0.593675314,0.060857538,0.000301018,0.039239422
8273,8273,0.011211255,0.02928524,0.00236941,0.018556403,0.601690339,0.009158085,0.081050486,0.029376823,0.105962089,0.00236941,0.622659652,0.06362379,0.002429814,0.098096744
8274,8274,0.020206149,0.016365355,1.34e-05,0.010394566,0.571101816,0.003041049,0.021012039,0.030773257,0.064356904,1.34e-05,0.618312384,0.051175657,1.23e-05,0.15041421
8275,8275,0.020298266,0.018088004,0.000115563,0.021621492,0.708569789,0.000356439,0.034499005,0.020170706,0.130298119,0.000115563,0.735276893,0.05670816,0.000104208,0.15041421
8276,8276,0.020686712,0.020671976,0.000673597,0.025408093,0.737767165,0.007065136,0.053899151,0.014533252,0.138323006,0.000673597,0.761450857,0.027662517,0.000679841,0.111176109
8277,8277,0.020786699,0.012058713,8.06e-06,0.009649886,0.594613047,0.000113155,0.115953736,0.056985866,0.052105919,8.06e-06,0.618546633,0.034578147,8.53e-06,0.065398159
8278,8278,0.020805062,0.006890768,2.43e-05,0.008222693,0.65220637,0.00063367,0.028936994,0.014636692,0.082670689,2.43e-05,0.683832492,0.017980636,2.77e-05,0.065398159
8280,8280,0.021005338,0.012920059,3.84e-05,0.03078814,0.743471213,4.64e-07,0.022066276,0.070695222,0.140370842,3.84e-05,0.746805267,0.048409405,5.46e-05,0.0
8281,8281,0.021011089,0.008613416,0.0,0.008679976,0.631903045,2.88e-18,0.03728001,0.005844333,0.080034999,0.0,0.680484506,0.024896266,0.0,0.006538528
8282,8282,0.021118038,0.023255971,0.000172781,0.059469202,0.812140719,0.001520525,0.050240584,0.047296686,0.160975957,0.000172781,0.779449294,0.058091286,0.000170917,0.013080526
8283,8283,0.999282132,0.006029443,0.0,0.000279594,0.408766611,2.88e-18,0.012541788,0.015619367,0.004608638,0.0,0.435798021,0.022130014,0.0,0.20273185
8284,8284,0.999673302,0.054263707,0.000385628,0.000144585,0.461505201,0.0131135,0.003239053,0.001344714,0.003251529,0.000385628,0.47673853,0.013831259,0.000456629,0.176573113
8285,8285,0.999790945,0.097330025,0.001184429,0.000398823,0.466144649,0.012974743,0.00374436,0.002999746,0.006636677,0.001184429,0.486936797,0.019363762,0.001244887,0.235430428
8286,8286,3.23e-06,0.056847701,0.0099141,0.007507692,0.512604132,0.012322544,0.019776036,0.01510217,0.048731333,0.0099141,0.551413834,0.059474412,0.010217745,0.052318794
8287,8287,0.999688033,0.038759828,0.000813826,0.001557654,0.494175797,0.004872751,0.007815897,0.011740385,0.018094024,0.000813826,0.515027694,0.049792531,0.000937492,0.058858476
8288,8288,0.999893657,0.012058713,0.000150245,0.002339901,0.465460726,0.001838774,0.014104967,0.00429274,0.014339711,0.000150245,0.488063396,0.024896266,0.000150509,0.104636426
8289,8289,0.999990112,0.00947474,1.11e-05,0.001031571,0.457758853,0.000813304,0.003424453,0.001913631,0.00702867,1.11e-05,0.468890716,0.022130014,1.14e-05,0.026159891
8292,8292,0.0007214,0.036175855,0.001351051,0.01361821,0.52194164,0.003316865,0.023229572,0.014740131,0.071348163,0.001351051,0.568808499,0.085753804,0.001292362,0.026159891
8297,8297,0.00040358,0.012920059,0.000967827,0.005720918,0.482855739,0.001513452,0.013268848,0.006309811,0.025603861,0.000967827,0.512017599,0.030428769,0.00100892,0.03269974
8299,8299,0.000608195,0.040482498,0.003227219,0.021984201,0.576133835,0.003804848,0.014250379,0.032480009,0.095737349,0.003227219,0.619581541,0.085753804,0.003256223,0.019620208
8301,8301,0.000517894,0.011197389,2.12e-05,0.005029128,0.518315934,0.000304812,0.007597779,0.016446884,0.031974067,2.12e-05,0.554924638,0.037344398,2.36e-05,0.111176109
8302,8302,0.000928335,0.011197389,0.000160261,0.005269071,0.519145806,6.47e-05,0.016904149,0.01075771,0.027588243,0.000160261,0.553196276,0.042876902,0.000176019,0.0
8304,8304,0.001038109,0.016365355,0.001521816,0.005333974,0.547574668,0.00211459,0.010287901,0.016808922,0.033868829,0.001521816,0.590751,0.029045643,0.001584374,0.006538528
8306,8306,0.001124173,0.03703718,0.011531509,0.009012211,0.559446903,0.006690309,0.006834366,0.006775289,0.044713247,0.011531509,0.594097611,0.04011065,0.012911485,0.03269974
8308,8308,0.001130125,0.011197389,0.001510273,0.00756123,0.561369819,0.000342295,0.001854003,0.010499111,0.030525151,0.001510273,0.59033752,0.035961272,0.001856604,0.006538528
8314,8314,0.010208863,0.024978619,0.000290473,0.008818215,0.586478033,0.006273048,0.012832612,0.006878728,0.044022958,0.000290473,0.595379815,0.049792531,0.000228314,0.091556895
8316,8316,0.010315408,0.012058713,6.4e-05,0.007087306,0.524609964,0.000672567,0.008506604,0.004809938,0.034761606,6.4e-05,0.555364401,0.029045643,5.94e-05,0.013080526
8317,8317,0.010500046,0.039621174,0.001524233,0.023104374,0.605706959,0.010194163,0.0193398,0.015722807,0.091999542,0.001524233,0.617506087,0.069156293,0.001490217,0.065398159
8320,8320,0.010596098,0.012920059,9.48e-05,0.007147195,0.555435318,0.00013225,0.005380245,0.025549561,0.037434166,9.48e-05,0.589228529,0.034578147,9.95e-05,0.052318794
8321,8321,0.010599327,0.030146586,0.002528807,0.027194685,0.630573753,0.000714293,0.119868591,0.049773028,0.125540001,0.002528807,0.66680908,0.088520055,0.002588562,0.065398159
8322,8322,0.010813022,0.074935553,0.06602589,0.080033679,0.735960536,0.007613656,0.106118793,0.147050138,0.341505307,0.06602589,0.785572841,0.18395574,0.070784122,0.026159891
8323,8323,0.011122367,0.051679734,0.001002884,0.09502309,0.722397055,0.005855788,0.029809467,0.065449804,0.247626224,0.001002884,0.728212054,0.136929461,0.000980859,0.065398159
8324,8324,0.010618598,0.018088004,0.00023914,0.015471531,0.559992046,0.001407369,0.00592554,0.024825485,0.050474822,0.00023914,0.586929401,0.041493776,0.000260202,0.065398159
8326,8326,0.010707486,0.022394647,0.000373108,0.011556837,0.56359714,0.000919387,0.00628907,0.083800492,0.043014281,0.000373108,0.607456479,0.051175657,0.000364793,0.058858476
8327,8327,0.01071243,0.007752092,1.58e-05,0.004419473,0.510492524,0.000109619,0.006870719,0.001758472,0.023930454,1.58e-05,0.536515555,0.026279391,1.67e-05,0.013080526
8328,8328,0.010804951,0.021533322,3.61e-05,0.024507434,0.620083412,0.000372705,0.015340969,0.038531221,0.088579415,3.61e-05,0.631166129,0.066390041,3.67e-05,0.006538528
8329,8329,0.010900397,0.014642707,2.18e-06,0.023460042,0.621087559,0.000253185,0.008397545,0.055391863,0.066069917,2.18e-06,0.635964864,0.044260028,2.44e-06,0.183112795
8331,8331,0.020382009,0.012920059,0.000568426,0.007257494,0.600128667,0.000494347,0.001948521,0.008999238,0.018507284,0.000568426,0.590169846,0.031811895,0.00058673,0.03269974
8332,8332,0.011201266,0.007752092,3.27e-05,0.0116621,0.580987477,0.000118106,0.007379661,0.037962304,0.038585276,3.27e-05,0.61468918,0.027662517,3.44e-05,0.026159891
8333,8333,0.020185566,0.006890768,9.39e-05,0.003845747,0.526269007,9.48e-07,0.0066526,0.009930194,0.022871525,9.39e-05,0.553676275,0.026279391,8.01e-05,0.03269974
8336,8336,0.020604684,0.019810652,1.92e-05,0.011047028,0.491000017,0.000466766,0.005234833,0.029738862,0.03934915,1.92e-05,0.524019331,0.053941909,2.23e-05,0.026159891
8337,8337,0.020698214,0.014642707,4.59e-05,0.019363641,0.663505115,0.000100425,0.008688369,0.025135803,0.060532859,4.59e-05,0.658582353,0.04011065,5.01e-05,0.098096744
8340,8340,0.020993735,0.00947474,2.6e-06,0.03027063,0.640527708,0.000153467,0.003206335,0.028135549,0.050988633,2.6e-06,0.635517776,0.030428769,3.14e-06,0.353144898
8341,8341,0.021002009,0.01722668,0.000311758,0.024933135,0.729696528,0.000498591,0.00712519,0.068901581,0.067252013,0.000311758,0.712553956,0.047026279,0.000309946,0.058858476
8342,8342,0.021111884,0.004306795,0.0,0.017008158,0.616808527,2.88e-18,0.001534097,0.068816243,0.028841208,0.0,0.603358351,0.019363762,0.0,0.294287583
8344,8344,0.021301264,0.006890768,1.35e-05,0.006215716,0.539286331,1.34e-05,0.002762829,0.022653255,0.020741464,1.35e-05,0.550093422,0.022130014,1.56e-05,0.006538528
8346,8346,0.999874083,0.039621174,0.000533369,0.000666359,0.500798185,0.006103315,0.005634716,0.000155159,0.007100139,0.000533369,0.521185549,0.006915629,0.00061224,0.019620208
8347,8347,0.999680768,0.01722668,0.000232879,0.002317721,0.507139302,0.001258853,0.014650262,0.005947772,0.021258269,0.000232879,0.541802869,0.038727524,0.000234692,0.006538528
8348,8348,0.99998426,0.025839943,0.000952802,0.002188847,0.508613315,0.003302721,0.010615078,0.000982675,0.019757384,0.000952802,0.538296158,0.026279391,0.000899227,0.104636426
8349,8349,1.93e-05,0.032730559,0.003650071,0.003411377,0.574872029,0.011470697,0.076359857,0.00641325,0.023933894,0.003650071,0.585935019,0.026279391,0.004469873,0.183112795
8350,8350,0.000312371,0.02928524,0.000215351,0.001222709,0.534395926,0.011016944,0.004798597,0.000620637,0.009685744,0.000215351,0.545194107,0.012448133,0.000322701,0.03269974
8351,8351,0.000113002,0.024978619,0.00037436,0.003790246,0.514458014,0.005396095,0.008906487,0.003051466,0.025142561,0.00037436,0.549229083,0.019363762,0.000414537,0.052318794
8353,8353,0.000209357,0.03100791,0.003132766,0.013822425,0.579152932,0.002185312,0.072503166,0.011481787,0.099858309,0.003132766,0.653052014,0.066390041,0.002914312,0.006538528
8354,8354,0.000410138,0.011197389,0.000211595,0.004493661,0.517118535,0.000681761,0.003042747,0.012050704,0.022880984,0.000211595,0.555120597,0.031811895,0.00021811,0.085017213
8356,8356,0.000427593,0.030146586,0.000159009,0.00416471,0.511640643,0.003210782,0.011560257,0.002741147,0.023898818,0.000159009,0.54170313,0.033195021,0.000184947,0.078477523
8357,8357,0.000823203,0.020671976,0.000717419,0.006411924,0.513565283,0.003543176,0.010287901,0.002689427,0.035769179,0.000717419,0.546865571,0.047026279,0.0007028,0.019620208
8358,8358,0.000425373,0.027562592,0.000538377,0.0077969,0.530468105,0.003154205,0.026574049,0.008068282,0.045685222,0.000538377,0.580140159,0.065006916,0.000540812,0.091556895
8359,8359,0.000515977,0.01722668,0.004826162,0.002077756,0.539310761,0.000912315,0.008688369,0.00858548,0.0152534,0.004826162,0.554871262,0.027662517,0.004815189,0.03269974
8360,8360,0.000625953,0.015504031,0.000711158,0.010954383,0.561727371,0.003260288,0.006180011,0.014843571,0.058598892,0.000711158,0.589890499,0.045643154,0.000698974,0.156953892
8362,8362,0.000824817,0.026701268,0.001435952,0.006202145,0.526559872,0.002645006,0.022466159,0.002844587,0.042163144,0.001435952,0.568808686,0.045643154,0.001397705,0.137334845
8365,8365,0.001126392,0.028423916,0.000214099,0.017081523,0.544848132,0.000891098,0.025483459,0.018257075,0.080835994,0.000214099,0.60215598,0.082987552,0.000182396,0.019620208
8366,8366,0.010192619,0.019810652,0.000127708,0.006980569,0.52443074,0.000919387,0.006688953,0.004913377,0.032024191,0.000127708,0.55803906,0.042876902,0.000133927,0.03269974
8367,8367,0.010603665,0.008613416,3.77e-05,0.003664116,0.521022774,0.000806232,0.01450485,0.004603059,0.01666664,3.77e-05,0.547939764,0.022130014,3.79e-05,0.013080526
8368,8368,0.010608004,0.012058713,0.001134348,0.00542114,0.56069173,0.000352903,0.015486381,0.012257583,0.041747941,0.001134348,0.624752017,0.035961272,0.001146674,0.026159891
8369,8369,0.010610324,0.005168119,0.0,0.004465181,0.509401769,2.88e-18,0.009888018,0.009671595,0.016671976,0.0,0.527489804,0.020746888,0.0,0.300827432
8370,8370,0.020597218,0.019810652,3.63e-05,0.004493007,0.620625165,0.001004254,0.002075757,0.002430829,0.037908667,3.63e-05,0.603718294,0.020746888,4.22e-05,0.013080526
8371,8371,0.020600547,0.038759828,0.000609743,0.023855422,0.718870893,0.001874135,0.003780713,0.063056214,0.135850663,0.000609743,0.704279589,0.065006916,0.000636474,0.045779104
8372,8372,0.020488251,0.018088004,0.010760128,0.009532367,0.599278153,0.000623062,0.011814728,0.014688412,0.045426577,0.010760128,0.612201058,0.038727524,0.010970341,0.830542968
8373,8373,0.011027525,0.033591883,0.000323026,0.025202161,0.67759643,0.000559412,0.01523191,0.114955441,0.108371087,0.000323026,0.695738144,0.107883817,0.000322701,0.006538528
8374,8374,0.011207825,0.021533322,0.000197822,0.023632988,0.541309871,5.45e-06,0.025447106,0.04080689,0.079678728,0.000197822,0.589190883,0.065006916,0.000191325,0.013080526
8375,8375,0.020183044,0.013781383,0.000111432,0.017856234,0.58524959,6.16e-05,0.006398129,0.036358991,0.064953586,0.000111432,0.623783821,0.044260028,0.000123851,0.026159891
8376,8376,0.020192023,0.005168119,4.87e-07,0.004710126,0.572402645,8.49e-05,0.009160958,0.006775289,0.021031835,4.87e-07,0.57240183,0.022130014,6.51e-07,0.019620208
8377,8377,0.020401381,0.007752092,2.02e-05,0.005599273,0.556192416,0.000456157,0.0096699,0.026790835,0.025193104,2.02e-05,0.583991496,0.029045643,2.41e-05,0.071937841
8380,8380,0.020812831,0.027562592,6.8e-05,0.03160652,0.665280095,6.58e-05,0.010287901,0.109613824,0.109593293,6.8e-05,0.689469309,0.091286307,6.65e-05,0.104636426
8381,8381,0.021207633,0.013781383,1.21e-05,0.006947959,0.546155711,0.000171855,0.014359438,0.016033125,0.030643691,1.21e-05,0.572952212,0.048409405,1.31e-05,0.0
8382,8382,0.030597934,0.012920059,0.0,0.013399846,0.626405437,2.88e-18,0.008397545,0.046799142,0.054206744,0.0,0.632902538,0.045643154,0.0,0.026159891
8383,8383,0.999371727,0.463393722,0.117970443,0.004035634,0.563903883,0.105526039,0.016831443,0.002327389,0.059341813,0.117970443,0.624703307,0.002766252,0.118799163,0.03269974
8384,8384,0.99997185,0.061154322,0.002482982,0.002168049,0.51051522,0.032997154,0.024065691,0.000930956,0.015879841,0.002482982,0.538055286,0.020746888,0.00258721,0.189652478
8385,8385,0.999778233,0.049095762,0.001561268,0.001015775,0.498618068,0.009804202,0.010905902,0.009516436,0.008250043,0.001561268,0.51520385,0.011065007,0.001590943,0.026159891
8386,8386,0.999383632,0.064599619,0.002053207,0.000829315,0.506120689,0.02589892,0.093527202,0.00010344,0.012022642,0.002053207,0.532099661,0.008298755,0.002188081,0.124255473
8387,8387,0.999995056,0.011197389,0.000287969,0.001036205,0.500701515,0.001195203,0.004871303,0.001499873,0.008348335,0.000287969,0.519659849,0.008298755,0.000312497,0.228890746
8388,8388,0.999988296,0.010336064,9.88e-05,0.00167568,0.509765721,0.000137201,0.027337462,0.002844587,0.016789251,9.88e-05,0.544601298,0.033195021,9.97e-05,0.078477523
8391,8391,1.78e-05,0.013781383,0.000982851,0.006785466,0.569673459,0.002093374,0.079738506,0.010964589,0.086463762,0.000982851,0.635066714,0.037344398,0.001005094,0.098096744
8393,8393,0.000108462,0.018088004,0.000285465,0.004832257,0.509742148,0.002277251,0.007016131,0.003154905,0.025018956,0.000285465,0.537921106,0.027662517,0.000301018,0.0
8396,8396,0.000105032,0.012058713,2.39e-05,0.00207262,0.511326204,0.001251781,0.076362402,0.001086115,0.01739574,2.39e-05,0.544573343,0.019363762,2.73e-05,0.03269974
8398,8398,0.999883264,0.002584125,1.8e-07,0.000813372,0.497504237,0.000692369,0.004071537,0.000517198,0.00759476,1.8e-07,0.5142065,0.004149378,1.87e-07,0.006538528
8399,8399,0.000119964,0.032730559,0.000544637,0.000658201,0.496216627,0.005233434,0.004689538,0.000155159,0.006154265,0.000544637,0.510425122,0.006915629,0.000655607,0.130795163
8400,8400,0.000117341,0.028423916,0.000479531,0.00324365,0.510019239,0.004391841,0.012578141,0.001810192,0.017686415,0.000479531,0.536286815,0.013831259,0.000522955,0.026159891
8401,8401,0.00011835,0.018088004,0.000225367,0.003880067,0.52013167,0.007692016,0.010796843,0.00217223,0.026320392,0.000225367,0.555466742,0.022130014,0.000258926,0.026159891
8402,8402,0.000405094,0.049095762,0.001294509,0.003515159,0.507618003,0.013306571,0.007815897,0.004809938,0.017731293,0.001294509,0.531759044,0.034578147,0.001403764,0.019620208
8411,8411,0.000507401,0.018088004,0.000587207,0.003593764,0.508989044,0.000792087,0.015159204,0.005637454,0.01904828,0.000587207,0.535559269,0.033195021,0.00061224,0.039239422
8412,8412,0.000623128,0.041343822,0.001598191,0.006972698,0.514842422,0.005792138,0.00894284,0.005223696,0.041061272,0.001598191,0.548214497,0.048409405,0.001686172,0.006538528
8413,8413,0.000630897,0.00947474,0.000250408,0.005273954,0.517312663,0.000792087,0.015122851,0.004758218,0.027130963,0.000250408,0.545745376,0.020746888,0.000225763,0.039239422
8415,8415,0.000629383,0.024978619,0.000490799,0.008168539,0.547751516,0.000905243,0.010615078,0.005120256,0.046917183,0.000490799,0.57111665,0.06362379,0.000542087,0.03269974
8417,8417,0.000725334,0.026701268,0.001386671,0.009628268,0.543846916,0.001937785,0.011233079,0.009206117,0.050892683,0.001386671,0.589355191,0.051175657,0.001272948,0.313906797
8418,8418,0.000808068,0.013781383,0.000143985,0.004791304,0.523901143,0.000785015,0.004871303,0.003930702,0.019264402,0.000143985,0.548375678,0.024896266,0.000165815,0.071937841
8419,8419,0.000819369,0.012920059,6.97e-05,0.004261722,0.516555186,0.000997181,0.005743775,0.002741147,0.024089865,6.97e-05,0.542588225,0.011065007,7.7e-05,0.091556895
8421,8421,0.000825523,0.013781383,0.000379368,0.006456917,0.529442712,0.001640752,0.024392868,0.016033125,0.035579487,0.000379368,0.56687912,0.009681881,0.000400507,0.137334845
8422,8422,0.000917338,0.016365355,0.000122825,0.007227594,0.529716189,0.001372008,0.006325423,0.005327135,0.033178541,0.000122825,0.559627986,0.042876902,0.000111734,0.071937841
8425,8425,0.000316003,0.039621174,0.001171909,0.008606132,0.526836671,0.007736995,0.018358269,0.010912869,0.043182661,0.001171909,0.567523877,0.037344398,0.001239785,0.274668529
8426,8426,0.000416293,0.032730559,0.007078894,0.010678089,0.595072919,0.008184454,0.026973932,0.021774019,0.060326068,0.007078894,0.619363024,0.055325035,0.006925388,0.026159891
8427,8427,0.000513758,0.014642707,0.000990363,0.004760631,0.526138945,0.000968892,0.009233664,0.00868892,0.027771728,0.000990363,0.566840637,0.02351314,0.000980859,0.006538528
8428,8428,0.000524856,0.01722668,0.002485912,0.001752457,0.517070035,0.001478091,0.004544126,0.059252743,0.011640121,0.002485912,0.543969998,0.013831259,0.002601445,0.104636426
8429,8429,0.000713631,0.03100791,0.005398569,0.009456152,0.539574722,0.002800594,0.015486381,0.023791089,0.043048886,0.005398569,0.583842909,0.042876902,0.005490936,0.026159891
8430,8430,0.000719684,0.014642707,9.69e-05,0.006651548,0.529945365,0.000145687,0.008433898,0.020067267,0.028617091,9.69e-05,0.562657823,0.04011065,0.000101785,0.0
8431,8431,0.010720401,0.003445449,1.77e-05,0.002011372,0.524683576,0.000997181,0.004398714,0.055746143,0.012600992,1.77e-05,0.546840934,0.011065007,1.85e-05,0.019620208
8432,8432,0.000810288,0.012058713,0.00033179,0.007105754,0.521811939,0.001654897,0.005016715,0.016498603,0.029934336,0.00033179,0.551055896,0.024896266,0.000343109,0.026159891
8434,8434,0.000510327,0.011197389,5.48e-05,0.004347136,0.51563105,0.001944857,0.013559672,0.003361784,0.020981428,5.48e-05,0.544048384,0.02351314,5.93e-05,0.019620208
8435,8435,0.000710301,0.012058713,6.94e-05,0.004354837,0.521373907,0.001364936,0.013268848,0.011274908,0.026412625,6.94e-05,0.561633116,0.031811895,9.04e-05,0.0
8437,8437,0.000219245,0.006029443,4.26e-06,0.003672054,0.512759637,6.82e-05,0.007197896,0.003051466,0.022860936,4.26e-06,0.545575523,0.022130014,5.26e-06,0.013080526
8439,8439,0.000228124,0.00947474,0.002280653,0.001425405,0.512580306,0.00108912,0.004653185,0.013912615,0.012276183,0.002280653,0.542193307,0.02351314,0.002325325,0.013080526
8440,8440,0.000230041,0.015504031,0.001286821,0.000893685,0.51578786,0.001541741,0.085970502,0.005223696,0.021050941,0.001286821,0.563768087,0.033195021,0.001297183,0.078477523
