,Id,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank
3076,0.9793888564847619,0.009423952,0.086820218,0.016783414,1.02e-16,0.013252575826496861,0.078536982,0.000138438,0.0004864379999999999,0.002367546,0.016783414,0.028437713
3077,0.9793897645402126,0.040048178,0.115501169,0.01039048,2.53e-15,0.019115881631560437,0.116332347,0.001313616,0.03899822,0.009467461,0.01039048,0.015559492
3078,0.9793902690154631,0.030625332,0.146232007,0.015290755,3.34e-14,0.023178567667375412,0.135284082,0.002547619,0.075358863,0.005917167,0.015290755,0.013081348
3079,0.9793905717006133,0.023558206,0.110362797,0.015759658,4.58e-16,0.017506654357372038,0.101108247,0.004931766,0.018667591,0.011834334,0.015759658,0.017143879
3080,0.979391479756064,0.029447487,0.135688907,0.013638418,3.08e-14,0.021532850096759905,0.127645246,0.002242435,0.059674344,0.00828401,0.013638418,0.003534402
3081,0.9793917824412143,0.07538384,0.163237223,0.027711755,1.16e-13,0.0284490387001631,0.157795729,0.009964419,0.185102264,0.020118344,0.027711755,0.017590757
3082,0.9793920851263644,0.035336769,0.012519814,2.85e-05,3.31e-28,0.003526713424836475,0.011040329,0.019936312,0.008190458,0.035502972,2.85e-05,4.06e-05
3083,0.9793922869164646,0.038870333,0.011480365,0.002394692,1.81e-26,0.0036157214185721875,0.010333807,0.020314386,0.0005155409999999999,0.037869815,0.002394692,0.001828139
3084,0.9793924887065648,0.077739559,0.190508429,0.058401872,1.87e-12,0.03310946816236241,0.187426986,0.006054133,0.11681713,0.013017755,0.058401872,0.030997107
3085,0.979392690496665,0.023558206,0.061217474,0.008147915,3.34e-18,0.010151032674688651,0.057594873,0.000473256,0.001268066,0.013017755,0.008147915,0.019256394
3086,0.9793927913917151,0.005890389,0.084911816,0.012936604,1.5e-17,0.012705183367280739,0.077057568,3.479999999999999e-05,0.0009396159999999999,0.002367546,0.012936604,0.011375085
3087,0.9793963227184678,0.048293178,0.186007796,0.015032506,2.74e-12,0.030035148184164803,0.178909361,0.002715691,0.089050231,0.010650883,0.015032506,0.017712633
3088,0.979396625403618,0.034158925,0.156048748,0.014822449,1.61e-13,0.024816684676769004,0.148549082,0.003799314,0.084407863,0.014201177,0.014822449,0.006825051
3089,0.9793967262986681,0.030625332,0.096120873,0.002931262,2.45e-15,0.015601265283172593,0.088316463,0.013149694,0.015175213,0.018934922,0.002931262,0.003168774
3090,0.9793970289838183,0.029447487,0.145076118,0.009539023,1.02e-14,0.022844694159348426,0.136953461,0.003525091,0.076752072,0.00828401,0.009539023,0.00666255
3091,0.9793980379343191,0.042403896,0.120320547,0.010755447,2.91e-14,0.019965599967945998,0.116828016,0.013565717,0.048873334,0.014201177,0.010755447,0.04951209
